IPIC Ref No.,IPIC Comment
IPIC-3387,"Humidity setting requested 65%. Ventilation 175cbm/hr. Principals as per the bill of lading are not responsible for humidity control. MNBU0106948. Logger was activated on the 21st August at 13.32, return temperatures are in line with set point, humidity is at 85%. Lowest it reaches in transit is 74/75%. MNBU0106948 -  Logger was activated on the 21st August at 15.00hrs,  return temperatures are in line with set point, humidity is at 93% and never falls below 90% throughout the transit period.  MNBU3182366. - Logger was activated on the 21st August at 19.41hrs,  return temperatures are in line with set point, humidity is at 97%.  Lowest it falls during the transit period is 72%. MNBU3406933 - Logger activated on the 21st August at 16.44hrs,  return temperatures are in line with set point, humidity is 78%.  Lowest it falls during the transit period is 63%. Of all the containers, humidity control is more in keeping with 65%.  With all 4 containers according to the surveyor the bulbs were similarly affected. For 3 of the 4 the humidity level was far higher than required and we believe this was the root cause. For  MNBU3406933 the humidity control was closer to set point but despite this  the bulbs still arrived in a mouldy condition.Our recommendation at this stage with the information to hand would be to reject any claim on the basis the issue was due to humidity and not carriage temperature.     "
IPIC-3388,"Surveyors comments noted.we agree that shippers inadequate packing/stuffing is the root cause of cargo damage.Any claim should be refuted."
IPIC-3393,"Surveyors comments noted.Our analysis of the data logger and MERC+ repair history show that container suffered from lack of cooling capacity, due to low level of R23 refrigerant, which caused the reefer not being able to maintain temperature within range of set point.Furthermore, the ice build up just inside the door is caused by ambient humid air entering, most likely caused by a partial defective door gasket, which according to MERC+ was repaired subsequent to voyage."
IPIC-3394,"No claim, cargo accepted by consignees. "
IPIC-3395,"Surveyors comments noted.In case a formal claim is received, we would require the data logger to downloaded and forwarded for further analysis into root cause and potential recovery."
IPIC-3396,Surveyors remarks noted no claim to be expected. 
IPIC-3397,"Surveyors comments noted.according to the data logger it seems that container suffered from malfunction during voyage, most likely caused by a defective frequency converter, which is supported by a work order in MERC+The malfunction occurred on 01/09/2015 and it seems that container was then disconnected from power.We recommend that full recovery is pursued against the vessel ""Hammonia Antofagasta"" for not attempting to save the cargo by replacing the frequency converter or as a minimum rewire the frequency converter/compressor for emergency operation, as per starcool service manual."
IPIC-3398,"Surveyors comments noted.The analysis of the data logger show that unit was operating normally, without any indication of malfunction and maintaining the temperature within range o set point."
IPIC-3400,"Surveyors comments noted.Data logger show that temperature was kept within range of set point, furthermore no alarms was present during voyage."
IPIC-3406,"Advised by Customer Service and Surveyors this was issued in error.See IPIC 3407 for survey findings."
IPIC-3407,"Surveyors comments noted.Our analysis of the data ;logger show that reefer unit was operating correctly, without any alarms or other indication of malfunction.The temperature was maintained within range of set point during the entire voyage."
IPIC-3408,Consignment accepted as sound. Do not envisage a claim.   
IPIC-3409,"Surveyors comments noted.Our analysis of the data logger show that temperatures were maintained within range of set point.We found no alarms or other indications of reefer malfunction, as reefer was working perfectly."
IPIC-3410,"Surveyors comments noted.In the event that a formal claim is received, we would require the actual data logger to be downloaded and forwarded for further analysis into root cause and potential recovery."
IPIC-3411,"Surveyors comments  noted.The potato's were presented to carrier at temperature above 20 degree C which is far above the requested set point of 5 degree C.Data logger show that reefer pulled down temperature to within acceptable range of set point.There are multiple alarms, related to humidity sensor."
IPIC-3412,"Surveyors comments noted.Our analysis of the data logger show that temperatures were maintained within acceptable range of set point, with exception for power off period during normal operation.Lime is would normally have a shelf life of 6-8 weeks, which means that this particular transit of 57 days is taking the fruit right to the limit of their shelf life."
IPIC-3413,"Surveyors comments noted.In the event that a formal claim is received, we would require the data logger to be downloaded and forwarded for further analysis into root cause and potential recovery action."
IPIC-3415,"Surveyors comments noted.Our analysis of the data logger show that reefer unit operated normal, without any indication of malfunction and maintaining the temperature within range of set point."
IPIC-3416,"Surveyors comments noted.Our review of data logger for MNBU0101102 show that container was operating normally, without malfunction and maintaining the temperature within range of set point.As for MWCU6961994, MWCU6130732, MWCU6656877 & MWCU6903391, RCM does unfortunately not hold any data for this shipment, thus we are not able to comment on specific events or temperatures.We would require the actual data logger to be downloaded and forwarded to us for further analysis into root cause and potential recovery."
IPIC-3416,"Surveyors comments noted.Our review of data logger for MNBU0101102 show that container was operating normally, without malfunction and maintaining the temperature within range of set point.As for MWCU6961994, MWCU6130732, MWCU6656877 & MWCU6903391, RCM does unfortunately not hold any data for this shipment, thus we are not able to comment on specific events or temperatures.We would require the actual data logger to be downloaded and forwarded to us for further analysis into root cause and potential recovery."
IPIC-3416,"Surveyors comments noted.Our review of data logger for MNBU0101102 show that container was operating normally, without malfunction and maintaining the temperature within range of set point.As for MWCU6961994, MWCU6130732, MWCU6656877 & MWCU6903391, RCM does unfortunately not hold any data for this shipment, thus we are not able to comment on specific events or temperatures.We would require the actual data logger to be downloaded and forwarded to us for further analysis into root cause and potential recovery."
IPIC-3416,"Surveyors comments noted.Our review of data logger for MNBU0101102 show that container was operating normally, without malfunction and maintaining the temperature within range of set point.As for MWCU6961994, MWCU6130732, MWCU6656877 & MWCU6903391, RCM does unfortunately not hold any data for this shipment, thus we are not able to comment on specific events or temperatures.We would require the actual data logger to be downloaded and forwarded to us for further analysis into root cause and potential recovery."
IPIC-3416,"Surveyors comments noted.Our review of data logger for MNBU0101102 show that container was operating normally, without malfunction and maintaining the temperature within range of set point.As for MWCU6961994, MWCU6130732, MWCU6656877 & MWCU6903391, RCM does unfortunately not hold any data for this shipment, thus we are not able to comment on specific events or temperatures.We would require the actual data logger to be downloaded and forwarded to us for further analysis into root cause and potential recovery."
IPIC-3417,"Surveyors comments noted.In the event that a formal claim is received, we would require the data logger to be downloaded and forwarded for further analysis into root cause and potential recovery action."
IPIC-3420,"Surveyors comments noted that this is a duplicated instruction.  PLEASE SEE IPIC 3395 FOR SURVEY FINDINGS"
IPIC-3421,Surveyors comments noted.
IPIC-3422,"Surveyors comments noted.Data logger show that PONU4887901 did suffer from malfunction, and displayed several alarms during the voyage, causing high temperatures.MSWU9095791 maintained the temeprature within acceptable range of set point during voyage. The event log did not show any indication of malfunction."
IPIC-3422,"Surveyors comments noted.Data logger show that PONU4887901 did suffer from malfunction, and displayed several alarms during the voyage, causing high temperatures.MSWU9095791 maintained the temeprature within acceptable range of set point during voyage. The event log did not show any indication of malfunction."
IPIC-3423,"Surveyors comments noted.Our analysis of the data logger show that temperatures went outside the range of set point. At the same time a few alarms are showing, related to sensor issues.However we have not been able to identify any technical malfunction, which is supported by the fact that there are no subsequent repairs, related to the reefer machinery, registered in MERC+We believe that the high temperatures are due to excessive amount ice build-up in the evaporator section and behind the air guide, significantly reducing the air flow. It is highly likely that the root cause for this is that the Tuna had been brine frozen and thereby introduced high levels of humidity to environment inside the box.The sensor related alarms are caused by the same ice build-up, as at times they may have been partly or fully embedded in ice, thereby causing conflicting controller readings, hence the alarms."
IPIC-3424,"We note the surveyor has remarked consignment was in a sound condition. Pitting, which is a pre-shipment defect can be exacerbated by delay, and in this case the transit time was 71 days. In the event a claim is submitted then we can if required comment in more detail on this aspect. "
IPIC-3426,"Surveyors comments noted.Our analysis of the data logger show that the temperature set point was adjusted from -18 degree C to +5 degree C on 25/08/2015 @ 14.12 hrs.At this particular time the container was on board feeder vessel, en route from PLGDN to DEBRV.Container arrived in DEBRV 27/08/2015 with incorrect temperature settings, which was not noticed/corrected by the reefer monitoring staff. If the settings had been corrected at this point, it would most likely have been possible to salvage cargo to some extent.We recommend that full recovery is pursued against feeder vessel, for incorrectly changing temperature settings and consequently causing cargo damage.Furthermore, the terminal in DEBRV should be held liable, as the monitoring team should have noticed the incorrect settings, however no apparent attempt to change settings were noticed in the data logger, ultimately removing any chance of salvage in part or full."
IPIC-3427,No comment. 
IPIC-3431,Surveyors comments noted
IPIC-3433,"Surveyors comments noted.Our analysis of the data logger show a discrepancy between the RKEM tracking details received from ML in Japan and the temperature/event log.According to RKEM, this container was gated out empty for export on the 20/7/2015 and back full for export in on 23/7/2015.However according to the data logger, the unit was activated on the 30/6/2015 and deactivated on the 7/9/2015, which corresponds with the gate out for delivery according to RKEM.We do not have an explanation for this discrepancy.From the data logger, we can see that unit suffered from malfunction and according to MERC+ the compressor was replaced in MYTPP, after which the unit operated normally.During the malfunction the supply air temperature went as high as -6.1 degree C. and USDA probes showing cargo temperature in range -4 to -6 degree C."
IPIC-3435,"Surveyors comments noted, await details on salvage value, recovery action against terminal in Hong Kong for breakdown in the cool chain. Value at risk US$83,757.95.   Logger not available in RCM. "
IPIC-3436,Agree with surveyors remarks causation as a result of a reefer issue. 
IPIC-3437,"Surveyors comments noted.We do not agree that the evaporator fans were running wrong way around, but it seems more likely that the temperature difference was caused by the malfunctioning of the reefer. The result was that warmer air being supplied, which consequently was affected by the lower temperature of the consignment, hence the reason why the return air readings are lower than the supply air.The data logger does indeed show that container suffered malfunction, which was repaired around the  25/26 August after which the reefer resumed normal operation for the remainder of voyage.The reefer malfunction did cause the temperature to go outside what is considered an acceptable range of set point.It furthermore seems that consignment was not  presented to carrier at the correct temperature, i.e. the requested set point."
IPIC-3438,"No issues with carriage temperature, unlikely a claim will be forthcoming. "
IPIC-3439,"Agree with surveyors remarks on low temperature from the onset. Recovery action against terminal/vessel operators for not addressing the situation or alerting parties concerned.  "
IPIC-3444,"No temperature data is recorded on RCM. We have noted the surveyors remarks and share the opinion that the most likely cause of damage is lack of pre-cooling, variable quality, with ripe mangoes producing significant respiration heat, combined with poor stowage and air flow issues in particular at the door end. Our recommendation would be to repudiate the claim in the first instance.    "
IPIC-3445,"Issue with reefer from the onset of the voyage if loading to the container was on the 9th July. Unit from the start struggles with supply air. Alarm 60 denoted, ""Defrost termination sensor failure"". Shippers had placed a Ryan  recorder instrument within the container to record the ambient air within the unit.  Recovery action against party responsible for PTI, terminal operators, vessel for not rectifying situation or advising parties concerned.    "
IPIC-3447,"Surveyors comments noted.In the event that a formal claim is received, we would require the actual data logger to be downloaded and forwarded for further analysis into root cause and potential recovery action."
IPIC-3449,"Reviewing the RCM  temperature logs:  MWCU5290891:- Logger was activated on the 22nd July at 12.00hrs. Return sensor readings are within 2  of set point after  49 hours.  Up until the 30th August, return readings are below 15 C, from then on they start to rise, most likely due to the fruit starting to ripen and give off heat. By the end of the voyage, return readings are above 16 C. MWCU6081962 - No logger in RCM.  MNBU0003678- Logger was activated on the 23rd July at 1200 hrs. Return sensor readings are within 2  of set point after 54 hours.  On the 20th August the unit is off power for 9 hours, when power is resumed return records 0.5 C increase than before the stoppage. on the 21st there is a further 9 hour period and on his occasion  return rises to 15.24 C,  and remains above 15 C for the duration of the voyage. MWCU5219620Logger was activated on the 22rd July at 0800 hrs. Return sensor readings are within 2  of set point after 64 hours.  From the 26th August return air sensor readings are above 15 C, and from the 10th September onwards above 16 C. MSWU9104661- Initial set temperature was 14.3 C, and remained so until the 25th July at 06.59 hrs, when it was changed to 13.3 C. On the 26th it was increased again to 14.3 C until the 21st August when it was re-set to 13.3 C. Logger was activated on the 21st July at 00.18hrs. Return air readings for most of the voyage are above 15 C. MSWU9082393- No information available in RCM.  MNBU0019381 - Logger activated 21st July, initial temperature 13.9 C, changed after 5 hours to 13.3 C. Return air readings are within 2 C of set point after 96 hours which is longer than the norm. Up until the 25th August return temperatures are below 15 C, thereafter they are above and from the 6th September above 16 C.   MNBU3482276 - Logger was activated on the 23rd July 07.53 hrs. Return air readings are within 2 , on the 27th July at 05.53, a period of 94 hours which is longer than the norm.     From the 31st August return readings are 15 C, and fro mthe 4th September above 16 C and remain so for the duration of the voyage. Transit time we believe is the main issue, with in a number of cases return air readings recording a rise from the 30th August or thereabouts a possible indication that the fruit had started to ripen. Pre/post harvest issues manifesting during the course of the voyage may also be a factor causing the fruit to ripen during transit.    "
IPIC-3449,"Reviewing the RCM  temperature logs:  MWCU5290891:- Logger was activated on the 22nd July at 12.00hrs. Return sensor readings are within 2  of set point after  49 hours.  Up until the 30th August, return readings are below 15 C, from then on they start to rise, most likely due to the fruit starting to ripen and give off heat. By the end of the voyage, return readings are above 16 C. MWCU6081962 - No logger in RCM.  MNBU0003678- Logger was activated on the 23rd July at 1200 hrs. Return sensor readings are within 2  of set point after 54 hours.  On the 20th August the unit is off power for 9 hours, when power is resumed return records 0.5 C increase than before the stoppage. on the 21st there is a further 9 hour period and on his occasion  return rises to 15.24 C,  and remains above 15 C for the duration of the voyage. MWCU5219620Logger was activated on the 22rd July at 0800 hrs. Return sensor readings are within 2  of set point after 64 hours.  From the 26th August return air sensor readings are above 15 C, and from the 10th September onwards above 16 C. MSWU9104661- Initial set temperature was 14.3 C, and remained so until the 25th July at 06.59 hrs, when it was changed to 13.3 C. On the 26th it was increased again to 14.3 C until the 21st August when it was re-set to 13.3 C. Logger was activated on the 21st July at 00.18hrs. Return air readings for most of the voyage are above 15 C. MSWU9082393- No information available in RCM.  MNBU0019381 - Logger activated 21st July, initial temperature 13.9 C, changed after 5 hours to 13.3 C. Return air readings are within 2 C of set point after 96 hours which is longer than the norm. Up until the 25th August return temperatures are below 15 C, thereafter they are above and from the 6th September above 16 C.   MNBU3482276 - Logger was activated on the 23rd July 07.53 hrs. Return air readings are within 2 , on the 27th July at 05.53, a period of 94 hours which is longer than the norm.     From the 31st August return readings are 15 C, and fro mthe 4th September above 16 C and remain so for the duration of the voyage. Transit time we believe is the main issue, with in a number of cases return air readings recording a rise from the 30th August or thereabouts a possible indication that the fruit had started to ripen. Pre/post harvest issues manifesting during the course of the voyage may also be a factor causing the fruit to ripen during transit.    "
IPIC-3449,"Reviewing the RCM  temperature logs:  MWCU5290891:- Logger was activated on the 22nd July at 12.00hrs. Return sensor readings are within 2  of set point after  49 hours.  Up until the 30th August, return readings are below 15 C, from then on they start to rise, most likely due to the fruit starting to ripen and give off heat. By the end of the voyage, return readings are above 16 C. MWCU6081962 - No logger in RCM.  MNBU0003678- Logger was activated on the 23rd July at 1200 hrs. Return sensor readings are within 2  of set point after 54 hours.  On the 20th August the unit is off power for 9 hours, when power is resumed return records 0.5 C increase than before the stoppage. on the 21st there is a further 9 hour period and on his occasion  return rises to 15.24 C,  and remains above 15 C for the duration of the voyage. MWCU5219620Logger was activated on the 22rd July at 0800 hrs. Return sensor readings are within 2  of set point after 64 hours.  From the 26th August return air sensor readings are above 15 C, and from the 10th September onwards above 16 C. MSWU9104661- Initial set temperature was 14.3 C, and remained so until the 25th July at 06.59 hrs, when it was changed to 13.3 C. On the 26th it was increased again to 14.3 C until the 21st August when it was re-set to 13.3 C. Logger was activated on the 21st July at 00.18hrs. Return air readings for most of the voyage are above 15 C. MSWU9082393- No information available in RCM.  MNBU0019381 - Logger activated 21st July, initial temperature 13.9 C, changed after 5 hours to 13.3 C. Return air readings are within 2 C of set point after 96 hours which is longer than the norm. Up until the 25th August return temperatures are below 15 C, thereafter they are above and from the 6th September above 16 C.   MNBU3482276 - Logger was activated on the 23rd July 07.53 hrs. Return air readings are within 2 , on the 27th July at 05.53, a period of 94 hours which is longer than the norm.     From the 31st August return readings are 15 C, and fro mthe 4th September above 16 C and remain so for the duration of the voyage. Transit time we believe is the main issue, with in a number of cases return air readings recording a rise from the 30th August or thereabouts a possible indication that the fruit had started to ripen. Pre/post harvest issues manifesting during the course of the voyage may also be a factor causing the fruit to ripen during transit.    "
IPIC-3449,"Reviewing the RCM  temperature logs:  MWCU5290891:- Logger was activated on the 22nd July at 12.00hrs. Return sensor readings are within 2  of set point after  49 hours.  Up until the 30th August, return readings are below 15 C, from then on they start to rise, most likely due to the fruit starting to ripen and give off heat. By the end of the voyage, return readings are above 16 C. MWCU6081962 - No logger in RCM.  MNBU0003678- Logger was activated on the 23rd July at 1200 hrs. Return sensor readings are within 2  of set point after 54 hours.  On the 20th August the unit is off power for 9 hours, when power is resumed return records 0.5 C increase than before the stoppage. on the 21st there is a further 9 hour period and on his occasion  return rises to 15.24 C,  and remains above 15 C for the duration of the voyage. MWCU5219620Logger was activated on the 22rd July at 0800 hrs. Return sensor readings are within 2  of set point after 64 hours.  From the 26th August return air sensor readings are above 15 C, and from the 10th September onwards above 16 C. MSWU9104661- Initial set temperature was 14.3 C, and remained so until the 25th July at 06.59 hrs, when it was changed to 13.3 C. On the 26th it was increased again to 14.3 C until the 21st August when it was re-set to 13.3 C. Logger was activated on the 21st July at 00.18hrs. Return air readings for most of the voyage are above 15 C. MSWU9082393- No information available in RCM.  MNBU0019381 - Logger activated 21st July, initial temperature 13.9 C, changed after 5 hours to 13.3 C. Return air readings are within 2 C of set point after 96 hours which is longer than the norm. Up until the 25th August return temperatures are below 15 C, thereafter they are above and from the 6th September above 16 C.   MNBU3482276 - Logger was activated on the 23rd July 07.53 hrs. Return air readings are within 2 , on the 27th July at 05.53, a period of 94 hours which is longer than the norm.     From the 31st August return readings are 15 C, and fro mthe 4th September above 16 C and remain so for the duration of the voyage. Transit time we believe is the main issue, with in a number of cases return air readings recording a rise from the 30th August or thereabouts a possible indication that the fruit had started to ripen. Pre/post harvest issues manifesting during the course of the voyage may also be a factor causing the fruit to ripen during transit.    "
IPIC-3449,"Reviewing the RCM  temperature logs:  MWCU5290891:- Logger was activated on the 22nd July at 12.00hrs. Return sensor readings are within 2  of set point after  49 hours.  Up until the 30th August, return readings are below 15 C, from then on they start to rise, most likely due to the fruit starting to ripen and give off heat. By the end of the voyage, return readings are above 16 C. MWCU6081962 - No logger in RCM.  MNBU0003678- Logger was activated on the 23rd July at 1200 hrs. Return sensor readings are within 2  of set point after 54 hours.  On the 20th August the unit is off power for 9 hours, when power is resumed return records 0.5 C increase than before the stoppage. on the 21st there is a further 9 hour period and on his occasion  return rises to 15.24 C,  and remains above 15 C for the duration of the voyage. MWCU5219620Logger was activated on the 22rd July at 0800 hrs. Return sensor readings are within 2  of set point after 64 hours.  From the 26th August return air sensor readings are above 15 C, and from the 10th September onwards above 16 C. MSWU9104661- Initial set temperature was 14.3 C, and remained so until the 25th July at 06.59 hrs, when it was changed to 13.3 C. On the 26th it was increased again to 14.3 C until the 21st August when it was re-set to 13.3 C. Logger was activated on the 21st July at 00.18hrs. Return air readings for most of the voyage are above 15 C. MSWU9082393- No information available in RCM.  MNBU0019381 - Logger activated 21st July, initial temperature 13.9 C, changed after 5 hours to 13.3 C. Return air readings are within 2 C of set point after 96 hours which is longer than the norm. Up until the 25th August return temperatures are below 15 C, thereafter they are above and from the 6th September above 16 C.   MNBU3482276 - Logger was activated on the 23rd July 07.53 hrs. Return air readings are within 2 , on the 27th July at 05.53, a period of 94 hours which is longer than the norm.     From the 31st August return readings are 15 C, and fro mthe 4th September above 16 C and remain so for the duration of the voyage. Transit time we believe is the main issue, with in a number of cases return air readings recording a rise from the 30th August or thereabouts a possible indication that the fruit had started to ripen. Pre/post harvest issues manifesting during the course of the voyage may also be a factor causing the fruit to ripen during transit.    "
IPIC-3449,"Reviewing the RCM  temperature logs:  MWCU5290891:- Logger was activated on the 22nd July at 12.00hrs. Return sensor readings are within 2  of set point after  49 hours.  Up until the 30th August, return readings are below 15 C, from then on they start to rise, most likely due to the fruit starting to ripen and give off heat. By the end of the voyage, return readings are above 16 C. MWCU6081962 - No logger in RCM.  MNBU0003678- Logger was activated on the 23rd July at 1200 hrs. Return sensor readings are within 2  of set point after 54 hours.  On the 20th August the unit is off power for 9 hours, when power is resumed return records 0.5 C increase than before the stoppage. on the 21st there is a further 9 hour period and on his occasion  return rises to 15.24 C,  and remains above 15 C for the duration of the voyage. MWCU5219620Logger was activated on the 22rd July at 0800 hrs. Return sensor readings are within 2  of set point after 64 hours.  From the 26th August return air sensor readings are above 15 C, and from the 10th September onwards above 16 C. MSWU9104661- Initial set temperature was 14.3 C, and remained so until the 25th July at 06.59 hrs, when it was changed to 13.3 C. On the 26th it was increased again to 14.3 C until the 21st August when it was re-set to 13.3 C. Logger was activated on the 21st July at 00.18hrs. Return air readings for most of the voyage are above 15 C. MSWU9082393- No information available in RCM.  MNBU0019381 - Logger activated 21st July, initial temperature 13.9 C, changed after 5 hours to 13.3 C. Return air readings are within 2 C of set point after 96 hours which is longer than the norm. Up until the 25th August return temperatures are below 15 C, thereafter they are above and from the 6th September above 16 C.   MNBU3482276 - Logger was activated on the 23rd July 07.53 hrs. Return air readings are within 2 , on the 27th July at 05.53, a period of 94 hours which is longer than the norm.     From the 31st August return readings are 15 C, and fro mthe 4th September above 16 C and remain so for the duration of the voyage. Transit time we believe is the main issue, with in a number of cases return air readings recording a rise from the 30th August or thereabouts a possible indication that the fruit had started to ripen. Pre/post harvest issues manifesting during the course of the voyage may also be a factor causing the fruit to ripen during transit.    "
IPIC-3449,"Reviewing the RCM  temperature logs:  MWCU5290891:- Logger was activated on the 22nd July at 12.00hrs. Return sensor readings are within 2  of set point after  49 hours.  Up until the 30th August, return readings are below 15 C, from then on they start to rise, most likely due to the fruit starting to ripen and give off heat. By the end of the voyage, return readings are above 16 C. MWCU6081962 - No logger in RCM.  MNBU0003678- Logger was activated on the 23rd July at 1200 hrs. Return sensor readings are within 2  of set point after 54 hours.  On the 20th August the unit is off power for 9 hours, when power is resumed return records 0.5 C increase than before the stoppage. on the 21st there is a further 9 hour period and on his occasion  return rises to 15.24 C,  and remains above 15 C for the duration of the voyage. MWCU5219620Logger was activated on the 22rd July at 0800 hrs. Return sensor readings are within 2  of set point after 64 hours.  From the 26th August return air sensor readings are above 15 C, and from the 10th September onwards above 16 C. MSWU9104661- Initial set temperature was 14.3 C, and remained so until the 25th July at 06.59 hrs, when it was changed to 13.3 C. On the 26th it was increased again to 14.3 C until the 21st August when it was re-set to 13.3 C. Logger was activated on the 21st July at 00.18hrs. Return air readings for most of the voyage are above 15 C. MSWU9082393- No information available in RCM.  MNBU0019381 - Logger activated 21st July, initial temperature 13.9 C, changed after 5 hours to 13.3 C. Return air readings are within 2 C of set point after 96 hours which is longer than the norm. Up until the 25th August return temperatures are below 15 C, thereafter they are above and from the 6th September above 16 C.   MNBU3482276 - Logger was activated on the 23rd July 07.53 hrs. Return air readings are within 2 , on the 27th July at 05.53, a period of 94 hours which is longer than the norm.     From the 31st August return readings are 15 C, and fro mthe 4th September above 16 C and remain so for the duration of the voyage. Transit time we believe is the main issue, with in a number of cases return air readings recording a rise from the 30th August or thereabouts a possible indication that the fruit had started to ripen. Pre/post harvest issues manifesting during the course of the voyage may also be a factor causing the fruit to ripen during transit.    "
IPIC-3449,"Reviewing the RCM  temperature logs:  MWCU5290891:- Logger was activated on the 22nd July at 12.00hrs. Return sensor readings are within 2  of set point after  49 hours.  Up until the 30th August, return readings are below 15 C, from then on they start to rise, most likely due to the fruit starting to ripen and give off heat. By the end of the voyage, return readings are above 16 C. MWCU6081962 - No logger in RCM.  MNBU0003678- Logger was activated on the 23rd July at 1200 hrs. Return sensor readings are within 2  of set point after 54 hours.  On the 20th August the unit is off power for 9 hours, when power is resumed return records 0.5 C increase than before the stoppage. on the 21st there is a further 9 hour period and on his occasion  return rises to 15.24 C,  and remains above 15 C for the duration of the voyage. MWCU5219620Logger was activated on the 22rd July at 0800 hrs. Return sensor readings are within 2  of set point after 64 hours.  From the 26th August return air sensor readings are above 15 C, and from the 10th September onwards above 16 C. MSWU9104661- Initial set temperature was 14.3 C, and remained so until the 25th July at 06.59 hrs, when it was changed to 13.3 C. On the 26th it was increased again to 14.3 C until the 21st August when it was re-set to 13.3 C. Logger was activated on the 21st July at 00.18hrs. Return air readings for most of the voyage are above 15 C. MSWU9082393- No information available in RCM.  MNBU0019381 - Logger activated 21st July, initial temperature 13.9 C, changed after 5 hours to 13.3 C. Return air readings are within 2 C of set point after 96 hours which is longer than the norm. Up until the 25th August return temperatures are below 15 C, thereafter they are above and from the 6th September above 16 C.   MNBU3482276 - Logger was activated on the 23rd July 07.53 hrs. Return air readings are within 2 , on the 27th July at 05.53, a period of 94 hours which is longer than the norm.     From the 31st August return readings are 15 C, and fro mthe 4th September above 16 C and remain so for the duration of the voyage. Transit time we believe is the main issue, with in a number of cases return air readings recording a rise from the 30th August or thereabouts a possible indication that the fruit had started to ripen. Pre/post harvest issues manifesting during the course of the voyage may also be a factor causing the fruit to ripen during transit.    "
IPIC-3450,"Both the RCM log and the shippers Temptale reflect power issues with the reefer between the 27th July to the 29th, and 1st to 3rd August.. And as the surveyor has explained leading to premature ripening to some of the bananas.     "
IPIC-3451,"No data in RCM. Shippers temperature recording instrument reflects low temperatures in transit leading to UPD.  "
IPIC-3453,"Surveyors comments noted.Due to inventory issues in RCM as well as reefer controller issues, it has not been possible for us to review the actual data logger.The shipper temptale indicates was deviating above what is considered acceptable form set point.The reefer history function in RCM (not to be confused with data logger download function), does suggest that reefer was malfunctioning from onset of voyage, with several alarms and temperatures being outside range.This is supported by MERC+ where a live reefer repair has been recorded in CRLIZ prior container being loaded on board the vessel. However, according to the reefer history in RCM, this did not rectify the issues at hand and in such case the container should not have been loaded, it should either have been repaired correctly or cargo cross stuffed into a different container.We recommend that in case of a formal claim, to pursue full recovery from repair shop 1SL in CRLIZ due to release of faulty equipment and poor PTI/repair quality."
IPIC-3454,"Surveyors comments noted..Our review of the data logger show that temperatures were not maintained from onset of voyage. This was caused by reefer malfunction, due to faulty valve plates on the compressor.This is supported by work order update in MERC+.The defective compressor should have been noticed during PTI performed by shop I41 in ARPDO, Consequently we recommend that full recovery is pursued against shop I41 for releasing faulty equipment and poor PTI/repair quality"
IPIC-3455,"Surveyors comments noted.However after receiving additional photos showing the door end of the container, before and right after seals are cut and the doors opened.One of the photos is showing doors closed with both seals attached, one at each door handle on the right hand door. Studying the positions of the locking cam's in relation to the cam keepers, it is evident that the lower left cam is not correctly interlocked with the cam keeper, hence the door is not closing entirely and thus leaving a small gap where ambient air is entering the container and causing the build-up of ice and temperature fluctuations.One of the seals was supposed to be inserted into the left bottom cam and cam keeper, as is clearly marked on the container with a yellow sticker, indicating where to place the seal and If shipper would have attempted to do so, he would have noticed that it was not possible as the doors were not closed properly.It is correct that door gaskets have been repaired and some sealer applied, this is not unusual to see on reefer containers. The reefer door gasket is designed with two rubber lips to provide a double seal, which obviously only work as intended, when the doors are closed correctly. We do not believe that the gasket repairs are the cause of cargo being damaged.On this basis, we recommend that any claim is refuted and referred back to shipper.  "
IPIC-3457,"Surveyors comments noted.In the event that a formal claim is received, we would require the data logger to downloaded and forwarded for further analysis into root cause and potential recovery action."
IPIC-3459,"We would agree with the cause of wetting was internal, either due to water not drained from the unit following washing prior to shipment, or the defrost pipe blocked with dirt etc, thereby preventing escape of defrost water, that then sloshed into the container at the front section. Commodity wine and not chocolate as registered. Also carriers are not bound by clause branding and we are of the view the consignment retained a residual value albeit low.  "
IPIC-3460,"Surveyors comments noted.Our analysis of the data logger showed following:MMAU1000150, MMAU1240799 and MMAU1249461 the temperatures were kept within acceptable range of set point, as well was the CO2 levels.However the O2 level was mostly very high and far outside range of set point, which may have exacerbated any pre-existing condition in the banana.MMAU1101284, the temperatures as well as the CA conditions were kept within acceptable range of set point."
IPIC-3460,"Surveyors comments noted.Our analysis of the data logger showed following:MMAU1000150, MMAU1240799 and MMAU1249461 the temperatures were kept within acceptable range of set point, as well was the CO2 levels.However the O2 level was mostly very high and far outside range of set point, which may have exacerbated any pre-existing condition in the banana.MMAU1101284, the temperatures as well as the CA conditions were kept within acceptable range of set point."
IPIC-3460,"Surveyors comments noted.Our analysis of the data logger showed following:MMAU1000150, MMAU1240799 and MMAU1249461 the temperatures were kept within acceptable range of set point, as well was the CO2 levels.However the O2 level was mostly very high and far outside range of set point, which may have exacerbated any pre-existing condition in the banana.MMAU1101284, the temperatures as well as the CA conditions were kept within acceptable range of set point."
IPIC-3460,"Surveyors comments noted.Our analysis of the data logger showed following:MMAU1000150, MMAU1240799 and MMAU1249461 the temperatures were kept within acceptable range of set point, as well was the CO2 levels.However the O2 level was mostly very high and far outside range of set point, which may have exacerbated any pre-existing condition in the banana.MMAU1101284, the temperatures as well as the CA conditions were kept within acceptable range of set point."
