IPIC Ref No.,IPIC Comment
IPIC-7255,"We do not agree with the surveyor that the packing was polybag and believe it would have been banavac, clarification is being sought from the surveyor. Container was gated in at the terminal on the 4th May, and return readings reflect some pre-cooling had already taken place. Shippers temptale shows an activation date of the 28th April and this would explain the readings.  There are a number of brief periods off power during to loading/discharge operations but not considered to be of significance. Supply and return record nothing untoward throughout the transit. No issues with event or alarm log. Shippers temptale 80862829 records nothing untoward with a consistent 14.6 C. If, as we expect the bananas were in banavac bags then at 45 days the fruit should still have green life although we at the upper end of the PSL. Therefore, the most likely explanation is pre-shipment defects manifesting during the course of transit, exacerbated by the voyage of 45 days.   "
IPIC-7254,"Surveyors comments noted.Our analysis of the data logger show that reefer unit was operating normally, without any indication of malfunction, and temperature was kept within range of set point."
IPIC-6768,"Surveyors comments noted.Our analysis of the data logger show that reefer malfunctioned, most likely caused by compressor and/or refrigerant issues."
IPIC-6876,"Surveyors comments noted.Unfortunately RCM does not hold the data logger for this consignment, hence we are unable to comment on events or temperature during voyage.In the event of a formal claim, we would require the actual data logger to be downloaded and forwarded for further analysis into root cause and potential recovery action."
IPIC-6790,"Surveyors comments noted.Our analysis of the data logger show that the reefer unit was operating correctly, without any indication of malfunction and with temperature being maintained within range of requested set point.Any claim should be refuted"
IPIC-6781,Surveyors comments noted.
IPIC-6780,Surveyors comments noted
IPIC-6789,"Surveyors comments noted.Our analysis of the data logger show that temperature was maintained with requested range of set point.With regards to the actual CA condition, the level of CO2 was maintained within range of set point, however the O2 levels were very high during the entire voyage, which is very likely to have influenced the rate of maturing."
IPIC-6842,"Shippers temperature recorders data received in text format that we are unable to open.  RCM  logs record 3 of the 4 containers off power towards the end of the transit 17 to 19 hours and this maybe the reason for the small percentage of ripes recorded by the surveyor, however, you cannot rule out pre/post harvest issues developing during the course of transit and acting as the trigger point. Data readings do not support UPD in transit. For MWSU 6264979,  with reported ripes of  64.97%, no temperature data in RCM so we are unable to comment on causation other than the percentages of ripes is far greater than the other 3 containers. MWCU5230763 - 0,33% ripened; 6,08% chilling; Data logger activated on the 20th May at 1200hrs with return air within 2 C of set point after 48 hours. Supply and return readings show nothing untoward throughout the transit period.  On the 19th,  unit off power for 19 hoursMNBU3345479 - 1,92% ripened; 3,17% chilling; Data logger activated on the 20th May at 10.00hrs return air within 2 C of set point after 65 hours. Supply and return readings show nothing untoward throughout the transit period. On the 18/19th, unit off power for 17 hours. MNBU3299352 - 4,25% ripened; 0% chilling; Data logger activated on the 20th May at 10.19 hrs return air within 2 C of set point after 67 hours. Supply and return readings show nothing untoward throughout the transit period. On the 18/19th, unit off power for 16 hours.   MWSU6264979 - 64,97% ripened; 0,58% green soft bananas. No data in RCM.      "
IPIC-6842,"Shippers temperature recorders data received in text format that we are unable to open.  RCM  logs record 3 of the 4 containers off power towards the end of the transit 17 to 19 hours and this maybe the reason for the small percentage of ripes recorded by the surveyor, however, you cannot rule out pre/post harvest issues developing during the course of transit and acting as the trigger point. Data readings do not support UPD in transit. For MWSU 6264979,  with reported ripes of  64.97%, no temperature data in RCM so we are unable to comment on causation other than the percentages of ripes is far greater than the other 3 containers. MWCU5230763 - 0,33% ripened; 6,08% chilling; Data logger activated on the 20th May at 1200hrs with return air within 2 C of set point after 48 hours. Supply and return readings show nothing untoward throughout the transit period.  On the 19th,  unit off power for 19 hoursMNBU3345479 - 1,92% ripened; 3,17% chilling; Data logger activated on the 20th May at 10.00hrs return air within 2 C of set point after 65 hours. Supply and return readings show nothing untoward throughout the transit period. On the 18/19th, unit off power for 17 hours. MNBU3299352 - 4,25% ripened; 0% chilling; Data logger activated on the 20th May at 10.19 hrs return air within 2 C of set point after 67 hours. Supply and return readings show nothing untoward throughout the transit period. On the 18/19th, unit off power for 16 hours.   MWSU6264979 - 64,97% ripened; 0,58% green soft bananas. No data in RCM.      "
IPIC-6842,"Shippers temperature recorders data received in text format that we are unable to open.  RCM  logs record 3 of the 4 containers off power towards the end of the transit 17 to 19 hours and this maybe the reason for the small percentage of ripes recorded by the surveyor, however, you cannot rule out pre/post harvest issues developing during the course of transit and acting as the trigger point. Data readings do not support UPD in transit. For MWSU 6264979,  with reported ripes of  64.97%, no temperature data in RCM so we are unable to comment on causation other than the percentages of ripes is far greater than the other 3 containers. MWCU5230763 - 0,33% ripened; 6,08% chilling; Data logger activated on the 20th May at 1200hrs with return air within 2 C of set point after 48 hours. Supply and return readings show nothing untoward throughout the transit period.  On the 19th,  unit off power for 19 hoursMNBU3345479 - 1,92% ripened; 3,17% chilling; Data logger activated on the 20th May at 10.00hrs return air within 2 C of set point after 65 hours. Supply and return readings show nothing untoward throughout the transit period. On the 18/19th, unit off power for 17 hours. MNBU3299352 - 4,25% ripened; 0% chilling; Data logger activated on the 20th May at 10.19 hrs return air within 2 C of set point after 67 hours. Supply and return readings show nothing untoward throughout the transit period. On the 18/19th, unit off power for 16 hours.   MWSU6264979 - 64,97% ripened; 0,58% green soft bananas. No data in RCM.      "
IPIC-6842,"Shippers temperature recorders data received in text format that we are unable to open.  RCM  logs record 3 of the 4 containers off power towards the end of the transit 17 to 19 hours and this maybe the reason for the small percentage of ripes recorded by the surveyor, however, you cannot rule out pre/post harvest issues developing during the course of transit and acting as the trigger point. Data readings do not support UPD in transit. For MWSU 6264979,  with reported ripes of  64.97%, no temperature data in RCM so we are unable to comment on causation other than the percentages of ripes is far greater than the other 3 containers. MWCU5230763 - 0,33% ripened; 6,08% chilling; Data logger activated on the 20th May at 1200hrs with return air within 2 C of set point after 48 hours. Supply and return readings show nothing untoward throughout the transit period.  On the 19th,  unit off power for 19 hoursMNBU3345479 - 1,92% ripened; 3,17% chilling; Data logger activated on the 20th May at 10.00hrs return air within 2 C of set point after 65 hours. Supply and return readings show nothing untoward throughout the transit period. On the 18/19th, unit off power for 17 hours. MNBU3299352 - 4,25% ripened; 0% chilling; Data logger activated on the 20th May at 10.19 hrs return air within 2 C of set point after 67 hours. Supply and return readings show nothing untoward throughout the transit period. On the 18/19th, unit off power for 16 hours.   MWSU6264979 - 64,97% ripened; 0,58% green soft bananas. No data in RCM.      "
IPIC-6841,"MNBU0187488 - 55,67% ripened;MWCU6843610 - 54,17% ripened;MWCU5224164 - 7,83% chilling.MNBU0187488 was gated in at the terminal on the 19th May, logger activated at 09.00hrs. Return air within 2 C of set point after 45 hours. Supply/return readings record nothing untoward that could have lead to ripes developing during the course of transit. . MWCU6843610 - gated in at the terminal on the 19th May, logger activated at 09.00hrs. Return air within 2 C of set point after 48 hours. Ventilation  CMH 5, which we believe is to low, and should be at least 10CMH. Supply/return readings record nothing untoward that could have lead to ripes developing during the course of transit. Considering the level of ripes recorded for MNBU6843610, it is debatable whether the lower ventilation setting had an affect on the fruit. MWCU5224164 - gated in at the terminal on the 19th May, with the logger activated at 1200hrs on the 20th. Return air is within 2 C of set point after 67 hours. Ventilation ranges from initial 30 to 20 to 10 CMH. Supply/return readings record nothing untoward leading to UPD.   Shippers temptales we are unable to open in the format received. With the evidence to hand the data loggers do not record temperatures higher or indeed lower enough to have caused ripes or UPD.  Recommend claim refuted.  Ripes most likely due to pre-shipment issues manifesting during the course of the voyage.  "
IPIC-6841,"MNBU0187488 - 55,67% ripened;MWCU6843610 - 54,17% ripened;MWCU5224164 - 7,83% chilling.MNBU0187488 was gated in at the terminal on the 19th May, logger activated at 09.00hrs. Return air within 2 C of set point after 45 hours. Supply/return readings record nothing untoward that could have lead to ripes developing during the course of transit. . MWCU6843610 - gated in at the terminal on the 19th May, logger activated at 09.00hrs. Return air within 2 C of set point after 48 hours. Ventilation  CMH 5, which we believe is to low, and should be at least 10CMH. Supply/return readings record nothing untoward that could have lead to ripes developing during the course of transit. Considering the level of ripes recorded for MNBU6843610, it is debatable whether the lower ventilation setting had an affect on the fruit. MWCU5224164 - gated in at the terminal on the 19th May, with the logger activated at 1200hrs on the 20th. Return air is within 2 C of set point after 67 hours. Ventilation ranges from initial 30 to 20 to 10 CMH. Supply/return readings record nothing untoward leading to UPD.   Shippers temptales we are unable to open in the format received. With the evidence to hand the data loggers do not record temperatures higher or indeed lower enough to have caused ripes or UPD.  Recommend claim refuted.  Ripes most likely due to pre-shipment issues manifesting during the course of the voyage.  "
IPIC-6841,"MNBU0187488 - 55,67% ripened;MWCU6843610 - 54,17% ripened;MWCU5224164 - 7,83% chilling.MNBU0187488 was gated in at the terminal on the 19th May, logger activated at 09.00hrs. Return air within 2 C of set point after 45 hours. Supply/return readings record nothing untoward that could have lead to ripes developing during the course of transit. . MWCU6843610 - gated in at the terminal on the 19th May, logger activated at 09.00hrs. Return air within 2 C of set point after 48 hours. Ventilation  CMH 5, which we believe is to low, and should be at least 10CMH. Supply/return readings record nothing untoward that could have lead to ripes developing during the course of transit. Considering the level of ripes recorded for MNBU6843610, it is debatable whether the lower ventilation setting had an affect on the fruit. MWCU5224164 - gated in at the terminal on the 19th May, with the logger activated at 1200hrs on the 20th. Return air is within 2 C of set point after 67 hours. Ventilation ranges from initial 30 to 20 to 10 CMH. Supply/return readings record nothing untoward leading to UPD.   Shippers temptales we are unable to open in the format received. With the evidence to hand the data loggers do not record temperatures higher or indeed lower enough to have caused ripes or UPD.  Recommend claim refuted.  Ripes most likely due to pre-shipment issues manifesting during the course of the voyage.  "
IPIC-6840,"We are unable to open the shippers temperature recorders in the format received. MNBU0138539 - 8,33% chilling; 2,67% ripened; Logger activated on the 20th May, return air is within 2 C of return air after 30 hours. There are no readings between the 27th May until the 18th June. When recordings are resumed return air is lower than before at 13.71 C. Based on this, it is our opinion this is due to a communication error with the RCM  system rather than the unit off power.   On the 19th June the unit is again off power from 1700, until the 21st, on this occasion return records a slight rise to 13.89 C, but again we believe this is a communication issue with RCM.   Event log and alarm log record nothing untoward. Logger readings do not support chilling or ripes.  MNBU3000902 - 6,67% chilling; 56,08% ripened;Logger activated on the 19th May, 008.07, return air is within 2 C of set point  after 139 hours which is longer than the norm. Supply and return readings are in order throughout and event /alarm log records nothing untoward. There is no explanation for 58% ripes other than perhaps the length of pull down to within 2  of set point and inherent issues with the fruit as reported by the surveyor.    MNBU3191753 - 0% chilling; 32,33% ripened. Logger activated on the 19th May 08.23, return is within 2  of set point   after 44 hours.   From the 17th June, return air increases by 1 C, Supply and return readings are in order throughout and event /alarm log records nothing untoward. There is no explanation for 32.33% ripes other than inherent issues as identified by the surveyor manifesting during the course of transit.  To summarize in the absence of the shippers temperature readings we can see nothing untoward with supply or return temperatures during the course of transit leading to ripes and chilling injury.   Under the circumstances we would recommend liability is repudiated. "
IPIC-6840,"We are unable to open the shippers temperature recorders in the format received. MNBU0138539 - 8,33% chilling; 2,67% ripened; Logger activated on the 20th May, return air is within 2 C of return air after 30 hours. There are no readings between the 27th May until the 18th June. When recordings are resumed return air is lower than before at 13.71 C. Based on this, it is our opinion this is due to a communication error with the RCM  system rather than the unit off power.   On the 19th June the unit is again off power from 1700, until the 21st, on this occasion return records a slight rise to 13.89 C, but again we believe this is a communication issue with RCM.   Event log and alarm log record nothing untoward. Logger readings do not support chilling or ripes.  MNBU3000902 - 6,67% chilling; 56,08% ripened;Logger activated on the 19th May, 008.07, return air is within 2 C of set point  after 139 hours which is longer than the norm. Supply and return readings are in order throughout and event /alarm log records nothing untoward. There is no explanation for 58% ripes other than perhaps the length of pull down to within 2  of set point and inherent issues with the fruit as reported by the surveyor.    MNBU3191753 - 0% chilling; 32,33% ripened. Logger activated on the 19th May 08.23, return is within 2  of set point   after 44 hours.   From the 17th June, return air increases by 1 C, Supply and return readings are in order throughout and event /alarm log records nothing untoward. There is no explanation for 32.33% ripes other than inherent issues as identified by the surveyor manifesting during the course of transit.  To summarize in the absence of the shippers temperature readings we can see nothing untoward with supply or return temperatures during the course of transit leading to ripes and chilling injury.   Under the circumstances we would recommend liability is repudiated. "
IPIC-6840,"We are unable to open the shippers temperature recorders in the format received. MNBU0138539 - 8,33% chilling; 2,67% ripened; Logger activated on the 20th May, return air is within 2 C of return air after 30 hours. There are no readings between the 27th May until the 18th June. When recordings are resumed return air is lower than before at 13.71 C. Based on this, it is our opinion this is due to a communication error with the RCM  system rather than the unit off power.   On the 19th June the unit is again off power from 1700, until the 21st, on this occasion return records a slight rise to 13.89 C, but again we believe this is a communication issue with RCM.   Event log and alarm log record nothing untoward. Logger readings do not support chilling or ripes.  MNBU3000902 - 6,67% chilling; 56,08% ripened;Logger activated on the 19th May, 008.07, return air is within 2 C of set point  after 139 hours which is longer than the norm. Supply and return readings are in order throughout and event /alarm log records nothing untoward. There is no explanation for 58% ripes other than perhaps the length of pull down to within 2  of set point and inherent issues with the fruit as reported by the surveyor.    MNBU3191753 - 0% chilling; 32,33% ripened. Logger activated on the 19th May 08.23, return is within 2  of set point   after 44 hours.   From the 17th June, return air increases by 1 C, Supply and return readings are in order throughout and event /alarm log records nothing untoward. There is no explanation for 32.33% ripes other than inherent issues as identified by the surveyor manifesting during the course of transit.  To summarize in the absence of the shippers temperature readings we can see nothing untoward with supply or return temperatures during the course of transit leading to ripes and chilling injury.   Under the circumstances we would recommend liability is repudiated. "
IPIC-6784,"Container gated in at the terminal on the 17th May, logger activated on the 15th at 10.26. Return air readings in line with a pre-cooled cargo. On the 25th unit off power for 15 hours. When power is resumed return sensor records a slight rise in temperature to 8 +.  Thereafter, supply and return temperatures are within acceptable parameters. Oxygen remains above 11% for most of the transit against a setting of 5%. CO2 is more or less on setting (5%) for the majority of the transit. What we do not understand are consignees alleged readings at the time of delivery of O2 1.5% and CO2 13.2%.   Alarm log refers to C02  high and airex open. Oxygen was higher than setting requirements and this is probably due to leakage of the box. However, why would all of the fruit not be affected rather than only the 10kg, with a pack date of the 11th, whereas pack dates of the 12th/13th, 4kg fruit was firm. Under the circumstances we would recommend in the first instance the claim is rejected on the basis that not all pallets were affected , pointing to a quality issue prior to shipment. In the event claimants protest, and bearing in mind oxygen was not maintained at the correct setting and 15 hours off power consideration may then need to be given to the claim or a proportion of.     "
IPIC-6900,"Surveyors comments noted.Our review of the data logger shows nothing untoward."
IPIC-7252,"Surveyors comments noted.Our analysis of the data logger show that reefer unit was operating normally, without any indication of malfunction, and temperature was kept within range of set point.With a transit time of 55 days, the banana's are coming towards the end of their shelf life."
IPIC-6794,"Surveyors comments noted.Our analysis of the data logger show that reefer unit was operating normally, without any alarms or indication of malfunctions. Temperature was maintained within range of requested set point."
IPIC-6835,"77,48% - ripened;22,52% - green soft bananas.Container gated in on the 21st May, with the logger readings starting that day at 00.00. Return air temperature of 14.32 C, reflects some pre-cooling had already taken place.  Supply and return sensor readings are within acceptable parameters throughout the transit period and record nothing untoward that would have lead to ripes. Under the circumstances we would agree with the surveyor - cause would appear to be of a pre-shipment nature, possibly advanced maturity or disease manifesting during the course of transit. Therefore claim should be refuted.  Unable to open shippers temperature recorder data. .   "
IPIC-6797,Surveyors comments noted.
IPIC-6843,"12 container shipped under the bill of lading also reported issues under IPIC 6846, 45, 44. From our review of the data loggers we can see nothing untoward leading to ripes/chilling injury.  Therefore, the most likely cause pre/post harvest issues manifesting during the course of transit.  MNBU0008113 -85.5% ripened bananasLogger activated 19th May at 0400hrs, return air within 2 C of set point after 46 hours. Unit off power for 10 hours on the 19th/20th June, not considered to be of significance. Nothing untoward with the data that would have led to ripes of the level reported by the surveyor.   Our only observation level of ventilation at 45CMH, considered to be on the high side, normal maximum 40CMH.  MWMU6331871-76.6% ripened bananasLogger activated 20th May at 1300hrs, return air within 2 C of set point after  61 hours. There are several periods off power of short duration at the start of the transit and are not considered to be of significance. Nothing untoward with the data readings that would have led to ripes of the level reported by the surveyor.   MWCU5245927 -0.58% ripened bananas;  10% chilling stage from 1 to 2.Logger activated 19th May at 0300hrs, return air within 2 C of set point after  86 hours. Nothing untoward with the data readings that would have led to ripes or chilling injury. Ventilation at 10cmh.    "
IPIC-6843,"12 container shipped under the bill of lading also reported issues under IPIC 6846, 45, 44. From our review of the data loggers we can see nothing untoward leading to ripes/chilling injury.  Therefore, the most likely cause pre/post harvest issues manifesting during the course of transit.  MNBU0008113 -85.5% ripened bananasLogger activated 19th May at 0400hrs, return air within 2 C of set point after 46 hours. Unit off power for 10 hours on the 19th/20th June, not considered to be of significance. Nothing untoward with the data that would have led to ripes of the level reported by the surveyor.   Our only observation level of ventilation at 45CMH, considered to be on the high side, normal maximum 40CMH.  MWMU6331871-76.6% ripened bananasLogger activated 20th May at 1300hrs, return air within 2 C of set point after  61 hours. There are several periods off power of short duration at the start of the transit and are not considered to be of significance. Nothing untoward with the data readings that would have led to ripes of the level reported by the surveyor.   MWCU5245927 -0.58% ripened bananas;  10% chilling stage from 1 to 2.Logger activated 19th May at 0300hrs, return air within 2 C of set point after  86 hours. Nothing untoward with the data readings that would have led to ripes or chilling injury. Ventilation at 10cmh.    "
IPIC-6843,"12 container shipped under the bill of lading also reported issues under IPIC 6846, 45, 44. From our review of the data loggers we can see nothing untoward leading to ripes/chilling injury.  Therefore, the most likely cause pre/post harvest issues manifesting during the course of transit.  MNBU0008113 -85.5% ripened bananasLogger activated 19th May at 0400hrs, return air within 2 C of set point after 46 hours. Unit off power for 10 hours on the 19th/20th June, not considered to be of significance. Nothing untoward with the data that would have led to ripes of the level reported by the surveyor.   Our only observation level of ventilation at 45CMH, considered to be on the high side, normal maximum 40CMH.  MWMU6331871-76.6% ripened bananasLogger activated 20th May at 1300hrs, return air within 2 C of set point after  61 hours. There are several periods off power of short duration at the start of the transit and are not considered to be of significance. Nothing untoward with the data readings that would have led to ripes of the level reported by the surveyor.   MWCU5245927 -0.58% ripened bananas;  10% chilling stage from 1 to 2.Logger activated 19th May at 0300hrs, return air within 2 C of set point after  86 hours. Nothing untoward with the data readings that would have led to ripes or chilling injury. Ventilation at 10cmh.    "
IPIC-6844,"12 containers. Issues also reported under IPIC 6843, 45,46. From our review of the loggers we can see nothing untoward leading to ripes or chilling and consider the most likely cause pre/post harvest issues manifesting during the course of transit. ,  MNBU3140503 - 12% ripened bananas. Logger activated on the 19th May at 03.41hrs, return within 2 of set point after 93 hours. There is a 8 hour period off power on the 19th June, not considered to be significant.  There are a number of short on/off power periods during the voyage but again we do not believe were of significant duration to trigger the fruit.   MMAU1040532 - 1% ripened bananas, 10.83% chilling stage from 1 to 2. Unit gated in on the 21st, with the logger activated at 08.18hrs that day. Return is within 2 of set point after 68 hours.  Issue with air exchange ranging from 0 to 400. Unlikely to be the cause of UPD as ambients at the time of year relatively high.    MSWU1033561 - 0.75 % ripened bananas, 21.66% chilling stage from 1 to 2. Logger activated on the 19th May at 06.21hrs. Return air within 2 C after 129 hours,  supply and return readings record nothing untoward and power off periods are within acceptable parameters. "
IPIC-6844,"12 containers. Issues also reported under IPIC 6843, 45,46. From our review of the loggers we can see nothing untoward leading to ripes or chilling and consider the most likely cause pre/post harvest issues manifesting during the course of transit. ,  MNBU3140503 - 12% ripened bananas. Logger activated on the 19th May at 03.41hrs, return within 2 of set point after 93 hours. There is a 8 hour period off power on the 19th June, not considered to be significant.  There are a number of short on/off power periods during the voyage but again we do not believe were of significant duration to trigger the fruit.   MMAU1040532 - 1% ripened bananas, 10.83% chilling stage from 1 to 2. Unit gated in on the 21st, with the logger activated at 08.18hrs that day. Return is within 2 of set point after 68 hours.  Issue with air exchange ranging from 0 to 400. Unlikely to be the cause of UPD as ambients at the time of year relatively high.    MSWU1033561 - 0.75 % ripened bananas, 21.66% chilling stage from 1 to 2. Logger activated on the 19th May at 06.21hrs. Return air within 2 C after 129 hours,  supply and return readings record nothing untoward and power off periods are within acceptable parameters. "
IPIC-6844,"12 containers. Issues also reported under IPIC 6843, 45,46. From our review of the loggers we can see nothing untoward leading to ripes or chilling and consider the most likely cause pre/post harvest issues manifesting during the course of transit. ,  MNBU3140503 - 12% ripened bananas. Logger activated on the 19th May at 03.41hrs, return within 2 of set point after 93 hours. There is a 8 hour period off power on the 19th June, not considered to be significant.  There are a number of short on/off power periods during the voyage but again we do not believe were of significant duration to trigger the fruit.   MMAU1040532 - 1% ripened bananas, 10.83% chilling stage from 1 to 2. Unit gated in on the 21st, with the logger activated at 08.18hrs that day. Return is within 2 of set point after 68 hours.  Issue with air exchange ranging from 0 to 400. Unlikely to be the cause of UPD as ambients at the time of year relatively high.    MSWU1033561 - 0.75 % ripened bananas, 21.66% chilling stage from 1 to 2. Logger activated on the 19th May at 06.21hrs. Return air within 2 C after 129 hours,  supply and return readings record nothing untoward and power off periods are within acceptable parameters. "
IPIC-6803,"1 of 10 containers no other reported issues. in our opinion a carriage temperature of 13 C is to close to the point of chill at 12.8 C. Counter argument to this is 9 containers arrived in a sound condition. Container was gated in at the terminal on the 27th May, with the logger activated that day at 12.10hrs. Return air is within 2  of set point on the 28th May at 10.10hrs, a period of 22 hours. On the 29th May return air is below set point at 12.88 C which should not be the case and as a further example on the 31st 12.64 C. Return air readings for most part of the journey are below set point. Shippers temperature recording instrument no   18106550- records low temperatures throughout the transit in line with the return readings of the data logger. In our opinion cause is transit related. Event log records no alarms. "
IPIC-6845,"12 containers under the bill of lading , issues also reported under IPIC 6843, 44, 46. Other than MWMU6397101, where a proportion of the percentage of ripes maybe due to supply being high on occassion we consider the  issues ripes/chilling for the other 2 containers are not supported by the data logger readings.   MNBU3278724 -1.33% ripened bananas, 15% chilling stage from 1 to 2.Logger activated on the 19th May, 0800hrs, return air within 2 C of set point after 71 hours. Supply and return readings record nothing untoward that could have led to ripes and chilling injury. MWMU6397101 -7.08% ripened bananas. Logger activated on the 19th May 1700hrs, return within 2 C of set point after 63 hours. Supply air on occasion above set point up to 15.30 C and this maybe a factor leading to a higher percentage of ripes than for other containers where the cause is considered to be of a pre/post harvest nature. MWCU6672693 -2% ripened bananas, 5% chilling stage from 1 to 2.  Logger activated on the 20th May, 2000hrs, return within 2 C of set point after 83 hours. Supply and return record nothing untoward leading to ripes and or chilling injury.   "
IPIC-6845,"12 containers under the bill of lading , issues also reported under IPIC 6843, 44, 46. Other than MWMU6397101, where a proportion of the percentage of ripes maybe due to supply being high on occassion we consider the  issues ripes/chilling for the other 2 containers are not supported by the data logger readings.   MNBU3278724 -1.33% ripened bananas, 15% chilling stage from 1 to 2.Logger activated on the 19th May, 0800hrs, return air within 2 C of set point after 71 hours. Supply and return readings record nothing untoward that could have led to ripes and chilling injury. MWMU6397101 -7.08% ripened bananas. Logger activated on the 19th May 1700hrs, return within 2 C of set point after 63 hours. Supply air on occasion above set point up to 15.30 C and this maybe a factor leading to a higher percentage of ripes than for other containers where the cause is considered to be of a pre/post harvest nature. MWCU6672693 -2% ripened bananas, 5% chilling stage from 1 to 2.  Logger activated on the 20th May, 2000hrs, return within 2 C of set point after 83 hours. Supply and return record nothing untoward leading to ripes and or chilling injury.   "
IPIC-6845,"12 containers under the bill of lading , issues also reported under IPIC 6843, 44, 46. Other than MWMU6397101, where a proportion of the percentage of ripes maybe due to supply being high on occassion we consider the  issues ripes/chilling for the other 2 containers are not supported by the data logger readings.   MNBU3278724 -1.33% ripened bananas, 15% chilling stage from 1 to 2.Logger activated on the 19th May, 0800hrs, return air within 2 C of set point after 71 hours. Supply and return readings record nothing untoward that could have led to ripes and chilling injury. MWMU6397101 -7.08% ripened bananas. Logger activated on the 19th May 1700hrs, return within 2 C of set point after 63 hours. Supply air on occasion above set point up to 15.30 C and this maybe a factor leading to a higher percentage of ripes than for other containers where the cause is considered to be of a pre/post harvest nature. MWCU6672693 -2% ripened bananas, 5% chilling stage from 1 to 2.  Logger activated on the 20th May, 2000hrs, return within 2 C of set point after 83 hours. Supply and return record nothing untoward leading to ripes and or chilling injury.   "
IPIC-6846,"12 containers shipped under the bill of lading. Also reported issues under IPIC  reference nos 6845/44/43. MWCU6286134 - 4.08% ripened bananas, 7.1% chilling stage from 1 to 2.Logger activated on the 19th May at 1600hrs. Return is within 2 of set point after 101 hours. There are no readings for 19 hours on the 19th/20th and this maybe a factor for a proportion of the ripes due to a delay in cooling the fruit.  Readings show nothing untoward to cause chilling injury.  No data in event or alarm log. MWCU5205204 - 7.91% ripened bananas, 2.5% chilling stage from 1 to 2. Logger activated on the 20th May at 2000hrs. Return  within 2 of set point after 58 hours. Readings show nothing untoward leading to ripes and or chilling injury.  Alarm code 53 recorded in the event log - meaning not shown in Carrier alarm code look up so can only assume not of significance.   MNBU3243311 -  0.08% ripened bananas, 4.16% chilling stage from 1 to 2.Logger activated on the 21th May at 0800hrs. Return  within 2 of set point after 57 hours. Readings show nothing untoward leading to ripes and or chilling injury.  "
IPIC-6846,"12 containers shipped under the bill of lading. Also reported issues under IPIC  reference nos 6845/44/43. MWCU6286134 - 4.08% ripened bananas, 7.1% chilling stage from 1 to 2.Logger activated on the 19th May at 1600hrs. Return is within 2 of set point after 101 hours. There are no readings for 19 hours on the 19th/20th and this maybe a factor for a proportion of the ripes due to a delay in cooling the fruit.  Readings show nothing untoward to cause chilling injury.  No data in event or alarm log. MWCU5205204 - 7.91% ripened bananas, 2.5% chilling stage from 1 to 2. Logger activated on the 20th May at 2000hrs. Return  within 2 of set point after 58 hours. Readings show nothing untoward leading to ripes and or chilling injury.  Alarm code 53 recorded in the event log - meaning not shown in Carrier alarm code look up so can only assume not of significance.   MNBU3243311 -  0.08% ripened bananas, 4.16% chilling stage from 1 to 2.Logger activated on the 21th May at 0800hrs. Return  within 2 of set point after 57 hours. Readings show nothing untoward leading to ripes and or chilling injury.  "
IPIC-6846,"12 containers shipped under the bill of lading. Also reported issues under IPIC  reference nos 6845/44/43. MWCU6286134 - 4.08% ripened bananas, 7.1% chilling stage from 1 to 2.Logger activated on the 19th May at 1600hrs. Return is within 2 of set point after 101 hours. There are no readings for 19 hours on the 19th/20th and this maybe a factor for a proportion of the ripes due to a delay in cooling the fruit.  Readings show nothing untoward to cause chilling injury.  No data in event or alarm log. MWCU5205204 - 7.91% ripened bananas, 2.5% chilling stage from 1 to 2. Logger activated on the 20th May at 2000hrs. Return  within 2 of set point after 58 hours. Readings show nothing untoward leading to ripes and or chilling injury.  Alarm code 53 recorded in the event log - meaning not shown in Carrier alarm code look up so can only assume not of significance.   MNBU3243311 -  0.08% ripened bananas, 4.16% chilling stage from 1 to 2.Logger activated on the 21th May at 0800hrs. Return  within 2 of set point after 57 hours. Readings show nothing untoward leading to ripes and or chilling injury.  "
IPIC-6877,"Surveyors comments noted.Our analysis of the data logger show that unit malfunctioned, resulting in temperature up to almost +13 degree C.The malfunction was like due to a leak of refrigerant and subsequent lack of refrigerant and loss of cooling."
IPIC-7250,"Surveyors comments noted.Data logger show that reefer unit was subject to poor power supply, whilst on board the Northern Independent, between 11/ @ 05.00 to 17/6 @ 04.00 hrs.This caused the temperature to rise up to 27 degree C, which most likely will have affected the arrival quality of the fruit.We recommend that full recovery is pursued against the vessel owner/operator  for supplying incorrect power and subsequently causing cargo damage."
IPIC-6820,"Surveyors comments noted.Our analysis of the data logger show that reefer unit was operating normally, without any indication of malfunction, and temperature was kept within range of set point.On basis of above, we recommend that any claim due to temperature is refuted and referred back to shipper."
IPIC-6822,Surveyors comments noted.
IPIC-6834,"Surveyors comments noted.Our analysis of the data loggers show that both reefer units were operating normally, maintaining the temperature within range of requested set point. We found no evidence of under cooling."
IPIC-6834,"Surveyors comments noted.Our analysis of the data loggers show that both reefer units were operating normally, maintaining the temperature within range of requested set point. We found no evidence of under cooling."
IPIC-6823,"Surveyors comments noted.All cargo found in apparent sound condition, however according to data logger it seems reefer unit was off power from 11/6 @ 13.59 hrs to 16/6 @08.40 hrs, resulting temperatures increasing outside range of requested set point, whilst the container was on board Maersk Newhaven.The malref's are dated after the extensive power off period.In the event of a formal claim due to high temperature, we recommend that full recovery is pursued against vessel owner/operator due to extensive power off period."
IPIC-6832,"Impact damage to container, requiring cross stuffing of contents. No loss as reported by the surveyor. Recovery action against terminal for impact damage to container. "
